product_id,category,price,material,color,rating,stock_quantity,date_added,year,quarter,month,weekday,week_number,cost,profit_margin,potential_revenue,potential_profit,price_per_rating,stock_value
FUR0019,Desk,568.1386523390886,Fabric,Brown,3.4,13.0,2023-03-14,2023,1,3,Tuesday,11,284.0693261695443,50.0,7385.8024804081515,3692.9012402040757,167.0996036291437,7385.8024804081515
FUR0020,Desk,280.42305992015685,Glass,Brown,2.6,38.0,2023-05-09,2023,2,5,Tuesday,19,140.21152996007842,50.0,10656.07627696596,5328.03813848298,107.85502304621417,10656.07627696596
FUR0021,Desk,1118.8475837150552,Fabric,Gray,3.9,54.0,2023-03-10,2023,1,3,Friday,10,559.4237918575276,50.0,60417.76952061298,30208.88476030649,286.88399582437313,60417.76952061298
FUR0022,Sofa,456.3274250500068,Metal,Beige,1.7,21.0,2023-10-02,2023,4,10,Monday,40,250.98008377750378,44.99999999999999,9582.875926050143,4312.294166722563,268.4278970882393,9582.875926050143
FUR0023,Chair,1706.194375499197,Wood,Blue,3.4,7.0,2023-05-15,2023,2,5,Monday,20,853.0971877495984,50.0,11943.360628494378,5971.680314247189,501.8218751468226,11943.360628494378
FUR0024,Chair,150.6136091448289,Fabric,Brown,3.0,41.0,2023-02-09,2023,1,2,Thursday,6,75.30680457241445,50.0,6175.157974937985,3087.5789874689926,50.204536381609635,6175.157974937985
FUR0025,Chair,451.951510208871,Plastic,Brown,3.5,62.0,2023-12-17,2023,4,12,Sunday,50,225.9757551044355,50.0,28020.99363295,14010.496816475,129.1290029168203,28020.99363295
FUR0026,Desk,1367.6145980447814,Wood,Black,3.2,77.0,2023-11-11,2023,4,11,Saturday,45,683.8072990223907,50.0,105306.32404944816,52653.16202472408,427.37956188899415,105306.32404944816
FUR0027,Desk,1139.7073255788378,Plastic,Black,3.1,95.0,2023-06-27,2023,2,6,Tuesday,26,569.8536627894189,50.0,108272.19592998958,54136.09796499479,367.6475243802702,108272.19592998958
FUR0028,Table,959.1384056301354,Fabric,White,2.8,60.0,2023-04-20,2023,2,4,Thursday,16,527.5261230965745,45.0,57548.30433780812,25896.736952013656,342.54943058219123,57548.30433780812
FUR0029,Chair,1906.644705068641,Fabric,Gray,3.2,68.0,2023-05-28,2023,2,5,Sunday,21,953.3223525343205,50.0,129651.83994466759,64825.919972333795,595.8264703339503,129651.83994466759
FUR0030,Wardrobe,1432.2141958629022,Wood,White,1.7,52.0,2023-03-25,2023,1,3,Saturday,12,787.7178077245962,45.0,74475.13818487091,33513.81218319191,842.4789387428837,74475.13818487091
FUR0031,Bookshelf,247.83937797148968,Fabric,Beige,3.9,94.0,2023-05-18,2023,2,5,Thursday,20,111.52772008717037,54.99999999999999,23296.901529320032,12813.295841126015,63.54855845422812,23296.901529320032
FUR0032,Bed,722.3485697936986,Glass,Brown,1.3,94.0,2023-08-05,2023,3,8,Saturday,31,433.40914187621917,40.0,67900.76556060767,27160.306224243068,555.6527459951528,67900.76556060767
FUR0033,Bookshelf,917.1786125286676,Plastic,Black,4.9,60.0,2023-05-17,2023,2,5,Wednesday,20,412.7303756379004,55.00000000000001,55030.71675172006,30266.89421344603,187.17930867931992,55030.71675172006
FUR0034,Dining Set,2496.45156287034,Metal,White,3.9,37.0,2023-09-20,2023,3,9,Wednesday,38,1373.048359578687,44.99999999999999,92368.70782620258,41565.91852179115,640.1157853513691,92368.70782620258
FUR0035,Sofa,168.0090798592828,Plastic,Brown,3.3,51.5,2023-07-09,2023,3,7,Sunday,27,92.40499392260554,44.99999999999999,8652.467612753064,3893.6104257388783,50.91184238160085,8652.467612753064
FUR0036,Desk,1046.559286738924,Plastic,Black,3.6,91.0,2023-09-19,2023,3,9,Tuesday,38,523.279643369462,50.0,95236.89509324207,47618.447546621035,290.7109129830344,95236.89509324207
FUR0037,Dining Set,550.6578826367264,Plastic,Brown,2.2,50.0,2023-12-21,2023,4,12,Thursday,51,302.8618354501996,44.99999999999999,27532.89413183632,12389.802359326342,250.29903756214836,27532.89413183632
FUR0038,Dining Set,88.89142148676733,Plastic,Brown,1.5,48.0,2023-08-01,2023,3,8,Tuesday,31,48.890281817722034,44.99999999999999,4266.7882313648315,1920.054704114174,59.26094765784489,4266.7882313648315
FUR0039,Desk,985.1017806632002,Metal,White,2.3,0.0,2023-07-28,2023,3,7,Friday,30,492.5508903316001,50.0,0.0,0.0,428.3051220274784,0.0
FUR0040,Bookshelf,3315.7411791131854,Plastic,Brown,4.8,1.0,2023-02-26,2023,1,2,Sunday,8,1492.0835306009335,54.99999999999999,3315.7411791131854,1823.6576485122519,690.779412315247,3315.7411791131854
FUR0041,Table,350.8005553765004,Plastic,Brown,3.4,23.0,2023-08-21,2023,3,8,Monday,34,192.94030545707525,44.99999999999999,8068.41277365951,3630.785748146779,103.17663393426483,8068.41277365951
FUR0042,Bookshelf,531.0832991972335,Fabric,Blue,4.6,44.0,2023-06-26,2023,2,6,Monday,26,238.98748463875506,55.00000000000001,23367.665164678274,12852.215840573052,115.45289112983338,23367.665164678274
FUR0043,Dining Set,386.3089680224591,Glass,Blue,2.0,77.0,2023-04-12,2023,2,4,Wednesday,15,212.46993241235253,44.99999999999999,29745.79053772935,13385.605741978206,193.15448401122956,29745.79053772935
FUR0044,Dining Set,1862.303791347009,Wood,Gray,3.1,13.0,2023-11-27,2023,4,11,Monday,48,1024.267085240855,44.99999999999999,24209.949287511117,10894.477179380003,600.7431584990352,24209.949287511117
FUR0045,Table,852.7963761480893,Fabric,Blue,3.8,81.0,2023-03-22,2023,1,3,Wednesday,12,469.0380068814491,44.99999999999999,69076.50646799523,31084.427910597853,224.4200989863393,69076.50646799523
FUR0046,Dining Set,473.5888192026953,Fabric,Brown,4.0,48.0,2023-08-04,2023,3,8,Friday,31,260.47385056148244,44.99999999999999,22732.263321729373,10229.518494778216,118.39720480067382,22732.263321729373
FUR0047,Desk,1358.1907256120237,Glass,Blue,3.2,61.0,2023-02-12,2023,1,2,Sunday,6,679.0953628060118,50.0,82849.63426233345,41424.817131166725,424.43460175375736,82849.63426233345
FUR0048,Bed,424.2234637197676,Glass,White,3.2,66.0,2023-03-13,2023,1,3,Monday,11,254.53407823186055,40.0,27998.74860550466,11199.499442201866,132.56983241242736,27998.74860550466
FUR0049,Table,662.473701186785,Glass,Brown,4.1,83.0,2023-10-12,2023,4,10,Thursday,41,364.36053565273176,44.99999999999999,54985.31719850315,24743.392739326417,161.57895150897195,54985.31719850315
FUR0050,Desk,1145.7856926877644,Metal,Beige,1.3,59.0,2023-10-05,2023,4,10,Thursday,40,572.8928463438822,50.0,67601.3558685781,33800.67793428905,881.3736097598187,67601.3558685781
FUR0051,Desk,782.2026064506549,Wood,Gray,2.8,54.0,2023-06-05,2023,2,6,Monday,23,391.10130322532746,50.0,42238.940748335364,21119.470374167682,279.3580737323768,42238.940748335364
FUR0052,Sofa,1784.823550981746,Wood,Gray,3.4,4.0,2023-04-25,2023,2,4,Tuesday,17,981.6529530399604,44.99999999999999,7139.294203926984,3212.6823917671422,524.9481032299253,7139.294203926984
FUR0053,Table,620.7048119877211,Fabric,Black,2.1,30.0,2023-02-15,2023,1,2,Wednesday,7,341.38764659324664,44.99999999999999,18621.14435963163,8379.514961834233,295.5737199941529,18621.14435963163
FUR0054,Wardrobe,361.0093550077586,Wood,Brown,3.1,0.0,2023-07-22,2023,3,7,Saturday,29,198.55514525426725,44.99999999999999,0.0,0.0,116.45463064766406,0.0
FUR0055,Dining Set,1111.929028634066,Glass,Black,3.3,47.0,2023-12-08,2023,4,12,Friday,49,611.5609657487364,44.99999999999999,52260.6643458011,23517.298955610495,336.94819049517156,52260.6643458011
FUR0056,Bed,374.097290135208,Wood,Brown,1.2,10.0,2023-01-03,2023,1,1,Tuesday,1,224.45837408112482,40.0,3740.97290135208,1496.389160540832,311.74774177934006,3740.97290135208
FUR0057,Table,1348.7147091543952,Wood,Gray,4.4,9.0,2023-06-14,2023,2,6,Wednesday,24,741.7930900349174,44.99999999999999,12138.432382389557,5462.2945720753,306.5260702623625,12138.432382389557
FUR0058,Sofa,2217.5099768968994,Fabric,Brown,4.7,32.0,2023-04-26,2023,2,4,Wednesday,17,1219.6304872932947,45.0,70960.31926070078,31932.14366731535,471.810633382319,70960.31926070078
FUR0059,Bookshelf,3802.654964344608,Fabric,Beige,1.1,53.0,2023-09-05,2023,3,9,Tuesday,36,1711.1947339550736,55.00000000000001,201540.71311026422,110847.39221064532,3456.959058495098,201540.71311026422
FUR0060,Chair,450.0969304810949,Fabric,Blue,4.3,36.0,2023-04-22,2023,2,4,Saturday,16,225.04846524054744,50.0,16203.489497319417,8101.744748659708,104.67370476304532,16203.489497319417
FUR0061,Table,646.460540236046,Fabric,Blue,3.8,93.0,2023-09-11,2023,3,9,Monday,37,355.5532971298253,44.99999999999999,60120.83024195227,27054.373608878523,170.12119479895946,60120.83024195227
FUR0062,Table,1952.513581352656,Metal,White,2.3,12.0,2023-04-17,2023,2,4,Monday,16,1073.8824697439609,44.99999999999999,23430.162976231873,10543.573339304341,848.9189484141983,23430.162976231873
FUR0063,Wardrobe,620.7783742987157,Plastic,White,4.6,1.0,2023-08-01,2023,3,8,Tuesday,31,341.4281058642936,45.0,620.7783742987157,279.35026843442205,134.9518204997208,620.7783742987157
FUR0064,Table,182.33095073341875,Fabric,Brown,3.4,43.0,2023-05-14,2023,2,5,Sunday,19,100.28202290338032,44.99999999999999,7840.230881537006,3528.103896691652,53.6267502157114,7840.230881537006
FUR0065,Dining Set,1410.9726675234988,Wood,Gray,2.5,17.0,2023-06-17,2023,2,6,Saturday,24,776.0349671379244,45.0,23986.53534789948,10793.940906554766,564.3890670093995,23986.53534789948
FUR0066,Dining Set,771.7948445866319,Glass,Brown,4.2,88.0,2023-03-10,2023,1,3,Friday,10,424.4871645226476,44.99999999999999,67917.9463236236,30563.07584563062,183.76067728253142,67917.9463236236
FUR0067,Sofa,1806.109987699874,Glass,Brown,4.2,21.0,2023-08-27,2023,3,8,Sunday,34,993.3604932349308,44.99999999999999,37928.309741697354,17067.739383763805,430.026187547589,37928.309741697354
FUR0068,Wardrobe,325.7009833866192,Glass,Brown,3.3,92.0,2023-01-05,2023,1,1,Thursday,1,179.1355408626406,44.99999999999999,29964.490471568966,13484.020712206033,98.69726769291492,29964.490471568966
FUR0069,Dining Set,1777.0799748257073,Wood,Blue,1.6,29.0,2023-09-10,2023,3,9,Sunday,36,977.393986154139,44.99999999999999,51535.31926994551,23190.89367147548,1110.674984266067,51535.31926994551
FUR0070,Sofa,3189.4484009460443,Fabric,White,2.9,2.0,2023-01-09,2023,1,1,Monday,2,1754.1966205203246,44.99999999999999,6378.896801892089,2870.5035608514395,1099.8097934296704,6378.896801892089
FUR0071,Dining Set,2022.2913151022212,Fabric,Gray,1.9,88.0,2023-03-19,2023,1,3,Sunday,11,1112.2602233062219,44.99999999999999,177961.63572899546,80082.73607804795,1064.3638500538007,177961.63572899546
FUR0072,Chair,2033.8080467670477,Glass,Beige,3.7,29.0,2023-11-20,2023,4,11,Monday,47,1016.9040233835238,50.0,58980.433356244386,29490.216678122193,549.6778504775805,58980.433356244386
FUR0073,Table,1210.6964102640743,Plastic,White,3.2,6.0,2023-08-08,2023,3,8,Tuesday,32,665.8830256452409,45.0,7264.178461584446,3268.8803077130005,378.3426282075232,7264.178461584446
FUR0074,Sofa,1520.94758201575,Metal,Gray,2.9,7.0,2023-02-22,2023,1,2,Wednesday,8,836.5211701086625,44.99999999999999,10646.63307411025,4790.984883349612,524.4646834537069,10646.63307411025
FUR0075,Desk,2308.1339446765214,Wood,Gray,3.9,54.0,2023-08-01,2023,3,8,Tuesday,31,1154.0669723382607,50.0,124639.23301253216,62319.61650626608,591.8292165837235,124639.23301253216
FUR0076,Bookshelf,764.6218797227604,Plastic,Beige,1.6,53.0,2023-09-11,2023,3,9,Monday,37,344.07984587524214,55.00000000000001,40524.9596253063,22288.727793918464,477.8886748267252,40524.9596253063
FUR0077,Desk,2390.2847223971944,Fabric,Gray,1.1,86.0,2023-06-23,2023,2,6,Friday,25,1195.1423611985972,50.0,205564.4861261587,102782.24306307935,2172.9861112701765,205564.4861261587
FUR0078,Table,2776.079976304567,Metal,Black,2.9,15.0,2023-06-23,2023,2,6,Friday,25,1526.843986967512,45.0,41641.19964456851,18738.539840055826,957.2689573464024,41641.19964456851
FUR0079,Bed,2954.628879103938,Metal,Brown,2.0,60.0,2023-06-07,2023,2,6,Wednesday,23,1772.7773274623626,40.0,177277.73274623626,70911.09309849452,1477.314439551969,177277.73274623626
FUR0080,Bookshelf,1073.8488302404112,Metal,White,2.9,82.0,2023-12-16,2023,4,12,Saturday,50,483.23197360818506,54.99999999999999,88055.60407971372,48430.582243842546,370.2927000829004,88055.60407971372
FUR0081,Desk,129.80747378059027,Glass,Blue,1.8,54.0,2023-03-01,2023,1,3,Wednesday,9,64.90373689029514,50.0,7009.603584151875,3504.8017920759376,72.11526321143904,7009.603584151875
FUR0082,Wardrobe,784.7235282560766,Metal,Beige,2.1,79.0,2023-09-05,2023,3,9,Tuesday,36,431.59794054084216,45.0,61993.158732230055,27896.921429503524,373.67787059813173,61993.158732230055
FUR0083,Desk,1499.9720749965006,Fabric,Gray,4.3,88.0,2023-05-04,2023,2,5,Thursday,18,749.9860374982503,50.0,131997.54259969207,65998.77129984603,348.8307151154653,131997.54259969207
FUR0084,Wardrobe,359.7314533379628,Fabric,White,1.3,21.0,2023-12-06,2023,4,12,Wednesday,49,197.85229933587956,44.99999999999999,7554.360520097219,3399.462234043748,276.7165025676637,7554.360520097219
FUR0085,Chair,682.988772481468,Glass,White,2.2,4.0,2023-02-07,2023,1,2,Tuesday,6,341.494386240734,50.0,2731.955089925872,1365.977544962936,310.4494420370309,2731.955089925872
FUR0086,Bed,435.4072755312835,Plastic,Black,3.5,61.0,2023-06-15,2023,2,6,Thursday,24,261.2443653187701,40.0,26559.843807408295,10623.937522963317,124.40207872322387,26559.843807408295
FUR0087,Table,2518.807220157479,Metal,Brown,2.9,31.0,2023-05-07,2023,2,5,Sunday,18,1385.3439710866137,44.99999999999999,78083.02382488185,35137.36072119683,868.5542138474067,78083.02382488185
FUR0088,Bookshelf,1106.6119448304094,Fabric,Gray,2.7,9.0,2023-06-17,2023,2,6,Saturday,24,497.9753751736842,55.00000000000001,9959.507503473684,5477.729126910527,409.85627586311455,9959.507503473684
FUR0089,Table,486.3238822065153,Glass,Gray,3.2,86.0,2023-08-14,2023,3,8,Monday,33,267.4781352135834,45.0,41823.853869760314,18820.734241392143,151.97621318953603,41823.853869760314
FUR0090,Wardrobe,2497.1059767565293,Plastic,Blue,4.1,67.0,2023-11-20,2023,4,11,Monday,47,1373.4082872160911,45.0,167306.10044268746,75287.74519920936,609.0502382332999,167306.10044268746
FUR0091,Sofa,1369.9103238507953,Plastic,Black,2.9,51.5,2023-09-06,2023,3,9,Wednesday,36,753.4506781179375,44.99999999999999,70550.38167831596,31747.671755242176,472.3828702933777,70550.38167831596
FUR0092,Chair,341.4380375892494,Wood,Brown,3.5,4.0,2023-03-13,2023,1,3,Monday,11,170.7190187946247,50.0,1365.7521503569976,682.8760751784988,97.55372502549983,1365.7521503569976
FUR0093,Desk,1798.9944845257398,Wood,Gray,1.8,13.0,2023-03-12,2023,1,3,Sunday,10,899.4972422628699,50.0,23386.928298834617,11693.464149417308,999.4413802920776,23386.928298834617
FUR0094,Wardrobe,617.9134527223425,Metal,Black,4.8,40.0,2023-09-02,2023,3,9,Saturday,35,339.8523989972884,45.0,24716.5381088937,11122.442149002165,128.7319693171547,24716.5381088937
FUR0095,Table,473.6560994721381,Metal,Brown,2.1,29.0,2023-06-21,2023,2,6,Wednesday,25,260.510854709676,44.99999999999999,13736.026884692006,6181.212098111402,225.550523558161,13736.026884692006
FUR0096,Bookshelf,1075.600981350106,Wood,Black,3.8,13.0,2023-08-06,2023,3,8,Sunday,31,484.0204416075477,54.99999999999999,13982.812757551377,7690.547016653257,283.05288982897525,13982.812757551377
FUR0097,Sofa,113.40313247980492,Wood,Beige,3.0,53.0,2023-06-04,2023,2,6,Sunday,22,62.371722863892714,44.99999999999999,6010.366021429661,2704.664709643347,37.801044159934975,6010.366021429661
FUR0098,Bed,613.8147389561532,Metal,Brown,2.0,42.0,2023-03-11,2023,1,3,Saturday,10,368.2888433736919,40.0,25780.219036158433,10312.087614463373,306.9073694780766,25780.219036158433
FUR0099,Sofa,940.0190590398336,Fabric,Blue,1.3,50.0,2023-01-08,2023,1,1,Sunday,1,517.0104824719085,44.99999999999999,47000.952951991676,21150.428828396252,723.091583876795,47000.952951991676
FUR0100,Sofa,2236.673110636594,Glass,Gray,1.8,62.0,2023-01-15,2023,1,1,Sunday,2,1230.170210850127,44.99999999999999,138673.73285946884,62403.179786760964,1242.5961725758857,138673.73285946884
FUR0101,Dining Set,1648.1547925458815,Metal,Black,3.2,50.0,2023-11-27,2023,4,11,Monday,48,906.4851359002349,44.99999999999999,82407.73962729407,37083.48283228233,515.0483726705879,82407.73962729407
FUR0102,Dining Set,794.7012421680811,Metal,Black,2.0,48.0,2023-08-03,2023,3,8,Thursday,31,437.0856831924446,45.0,38145.65962406789,17165.54683083055,397.35062108404054,38145.65962406789
FUR0103,Chair,677.946750227264,Glass,Blue,3.5,40.0,2023-04-17,2023,2,4,Monday,16,338.973375113632,50.0,27117.870009090562,13558.935004545281,193.69907149350402,27117.870009090562
FUR0104,Sofa,339.25372408212905,Metal,Black,2.9,69.0,2023-05-01,2023,2,5,Monday,18,186.589548245171,44.99999999999999,23408.506961666906,10533.828132750106,116.98404278694106,23408.506961666906
FUR0105,Chair,1318.0356968871351,Glass,Black,4.5,98.0,2023-09-19,2023,3,9,Tuesday,38,659.0178484435676,50.0,129167.49829493924,64583.74914746962,292.8968215304745,129167.49829493924
FUR0106,Sofa,763.5212963555012,Glass,Gray,3.7,95.0,2023-02-11,2023,1,2,Saturday,6,419.93671299552574,44.99999999999999,72534.52315377262,32640.535419197673,206.35710712310845,72534.52315377262
FUR0107,Bed,2971.1798246155868,Wood,Black,2.1,10.0,2023-03-09,2023,1,3,Thursday,10,1782.707894769352,40.0,29711.798246155868,11884.719298462349,1414.8475355312316,29711.798246155868
FUR0108,Chair,721.9179987848675,Glass,Black,3.2,3.0,2023-11-02,2023,4,11,Thursday,44,360.9589993924337,50.0,2165.7539963546024,1082.8769981773012,225.59937462027108,2165.7539963546024
FUR0109,Sofa,1072.0259506813063,Fabric,White,2.9,81.0,2023-08-14,2023,3,8,Monday,33,589.6142728747185,44.99999999999999,86834.1020051858,39075.34590233361,369.6641209245884,86834.1020051858
FUR0110,Sofa,156.1938820256295,Fabric,Beige,3.9,29.0,2023-06-11,2023,2,6,Sunday,23,85.90663511409623,44.99999999999999,4529.622578743256,2038.330160434465,40.049713339905004,4529.622578743256
FUR0111,Desk,379.1777245762977,Plastic,Blue,3.6,31.0,2023-09-08,2023,3,9,Friday,36,189.58886228814885,50.0,11754.50946186523,5877.254730932615,105.32714571563824,11754.50946186523
FUR0112,Sofa,1440.0629830254848,Fabric,Blue,2.9,21.0,2023-12-22,2023,4,12,Friday,51,792.0346406640167,44.99999999999999,30241.32264353518,13608.59518959083,496.57344242258097,30241.32264353518
FUR0113,Bed,830.7881525228456,Fabric,White,1.1,62.0,2023-09-14,2023,3,9,Thursday,37,498.47289151370734,40.0,51508.86545641643,20603.546182566573,755.2619568389505,51508.86545641643
FUR0114,Bed,978.756219905257,Fabric,Brown,5.0,92.0,2023-10-18,2023,4,10,Wednesday,42,587.2537319431542,40.0,90045.57223128364,36018.228892513456,195.7512439810514,90045.57223128364
FUR0115,Dining Set,210.89704088784777,Plastic,Black,3.8,32.0,2023-08-19,2023,3,8,Saturday,33,115.99337248831628,44.99999999999999,6748.7053084111285,3036.9173887850075,55.49922128627573,6748.7053084111285
FUR0116,Bookshelf,1299.5317530954064,Metal,White,1.8,72.0,2023-02-04,2023,1,2,Saturday,5,584.7892888929329,55.00000000000001,93566.28622286927,51461.457422578096,721.9620850530035,93566.28622286927
FUR0117,Desk,559.747409137509,Wood,Blue,1.9,66.0,2023-06-06,2023,2,6,Tuesday,23,279.8737045687545,50.0,36943.32900307559,18471.664501537794,294.60389954605733,36943.32900307559
FUR0118,Table,1742.517649162323,Glass,Beige,4.9,62.0,2023-12-13,2023,4,12,Wednesday,50,958.3847070392778,44.99999999999999,108036.09424806404,48616.24241162881,355.61584676782104,108036.09424806404
FUR0119,Dining Set,682.8624121068708,Plastic,White,1.5,79.0,2023-05-07,2023,2,5,Sunday,18,375.574326658779,44.99999999999999,53946.1305564428,24275.758750399254,455.2416080712472,53946.1305564428
FUR0120,Sofa,1231.1306826110192,Plastic,Beige,3.4,85.0,2023-12-15,2023,4,12,Friday,50,677.1218754360606,45.0,104646.10802193663,47090.74860987149,362.09725959147625,104646.10802193663
FUR0121,Bed,1241.6236222157363,Plastic,Gray,2.5,28.0,2023-12-07,2023,4,12,Thursday,49,744.9741733294418,40.0,34765.461422040615,13906.184568816247,496.6494488862945,34765.461422040615
FUR0122,Bed,3153.0186294928067,Wood,Black,5.0,21.0,2023-05-12,2023,2,5,Friday,19,1891.811177695684,40.0,66213.39121934894,26485.356487739577,630.6037258985614,66213.39121934894
FUR0123,Wardrobe,1583.977268769169,Wood,White,2.0,52.0,2023-07-17,2023,3,7,Monday,29,871.187497823043,44.99999999999999,82366.81797599679,37065.068089198554,791.9886343845845,82366.81797599679
FUR0124,Bookshelf,214.80257604078463,Fabric,Blue,1.8,53.0,2023-08-18,2023,3,8,Friday,33,96.66115921835309,54.99999999999999,11384.536530161586,6261.495091588871,119.33476446710257,11384.536530161586
FUR0125,Table,428.86243312147184,Fabric,Gray,1.9,70.0,2023-03-19,2023,1,3,Sunday,11,235.87433821680952,44.99999999999999,30020.370318503028,13509.166643326362,225.71707006393257,30020.370318503028
FUR0126,Chair,1053.4306739705814,Plastic,Brown,1.2,48.0,2023-02-08,2023,1,2,Wednesday,6,526.7153369852907,50.0,50564.672350587905,25282.336175293953,877.8588949754845,50564.672350587905
FUR0127,Bed,1356.4668632190246,Wood,White,1.1,23.0,2023-09-24,2023,3,9,Sunday,38,813.8801179314147,40.00000000000001,31198.737854037565,12479.495141615029,1233.1516938354769,31198.737854037565
FUR0128,Sofa,585.8675650126377,Glass,Black,2.0,56.0,2023-12-13,2023,4,12,Wednesday,50,322.22716075695075,44.99999999999999,32808.58364070771,14763.862638318467,292.93378250631883,32808.58364070771
FUR0129,Desk,2803.186206409122,Glass,Gray,2.2,91.0,2023-09-05,2023,3,9,Tuesday,36,1401.593103204561,50.0,255089.9447832301,127544.97239161505,1274.1755483677825,255089.9447832301
FUR0130,Desk,336.00572059553906,Glass,Beige,4.1,74.0,2023-04-26,2023,2,4,Wednesday,17,168.00286029776953,50.0,24864.42332406989,12432.211662034944,81.95261477939978,24864.42332406989
FUR0131,Table,1529.4878807140446,Plastic,Gray,1.1,38.0,2023-01-03,2023,1,1,Tuesday,1,841.2183343927246,44.99999999999999,58120.5394671337,26154.24276021016,1390.4435279218587,58120.5394671337
FUR0132,Bookshelf,69.92109473742177,Fabric,White,2.3,56.0,2023-08-14,2023,3,8,Monday,33,31.464492631839796,55.00000000000001,3915.581305295619,2153.5697179125905,30.400475972792076,3915.581305295619
FUR0133,Sofa,805.6719762243405,Glass,Gray,2.2,26.0,2023-03-05,2023,1,3,Sunday,9,443.1195869233873,44.99999999999999,20947.471381832853,9426.362121824783,366.21453464742746,20947.471381832853
FUR0134,Wardrobe,3226.6893288292754,Metal,Blue,4.8,82.0,2023-03-19,2023,1,3,Sunday,11,1774.6791308561017,44.99999999999999,264588.52496400056,119064.83623380025,672.226943506099,264588.52496400056
FUR0135,Bed,1351.224276134279,Metal,Blue,1.6,20.0,2023-11-18,2023,4,11,Saturday,46,810.7345656805675,40.0,27024.48552268558,10809.794209074233,844.5151725839244,27024.48552268558
